date_sk, full_date,day_since_2005 ,month_since_2005,day_of_week,calendar_month , calendar_year , calendar_year_month ,day_of_month , day_of_year , week_of_year_sunday , year_week_sunday , week_sunday_start , week_of_year_monday , year_week_monday , week_monday_start, holiday ,day_type ,quarter_of_year , quarter_since_2005
4312,1992-10-21,4312,142,Wednesday,October,1992,1992-Oct,21,295,42,1992-W42,1992-10-18,43,1992-W43,1992-10-19,Non-Holiday,Weekday,1992-Q4,48
4313,1992-10-22,4313,142,Thursday,October,1992,1992-Oct,22,296,42,1992-W42,1992-10-18,43,1992-W43,1992-10-19,Non-Holiday,Weekday,1992-Q4,48
4314,1992-10-23,4314,142,Friday,October,1992,1992-Oct,23,297,42,1992-W42,1992-10-18,43,1992-W43,1992-10-19,Non-Holiday,Weekday,1992-Q4,48
4315,1992-10-24,4315,142,Saturday,October,1992,1992-Oct,24,298,42,1992-W42,1992-10-18,43,1992-W43,1992-10-19,Non-Holiday,Weekend,1992-Q4,48
4316,1992-10-25,4316,142,Sunday,October,1992,1992-Oct,25,299,43,1992-W43,1992-10-25,43,1992-W43,1992-10-19,Non-Holiday,Weekend,1992-Q4,48
4317,1992-10-26,4317,142,Monday,October,1992,1992-Oct,26,300,43,1992-W43,1992-10-25,44,1992-W44,1992-10-26,Non-Holiday,Weekday,1992-Q4,48
4318,1992-10-27,4318,142,Tuesday,October,1992,1992-Oct,27,301,43,1992-W43,1992-10-25,44,1992-W44,1992-10-26,Non-Holiday,Weekday,1992-Q4,48
4319,1992-10-28,4319,142,Wednesday,October,1992,1992-Oct,28,302,43,1992-W43,1992-10-25,44,1992-W44,1992-10-26,Non-Holiday,Weekday,1992-Q4,48
4320,1992-10-29,4320,142,Thursday,October,1992,1992-Oct,29,303,43,1992-W43,1992-10-25,44,1992-W44,1992-10-26,Non-Holiday,Weekday,1992-Q4,48
4321,1992-10-30,4321,142,Friday,October,1992,1992-Oct,30,304,43,1992-W43,1992-10-25,44,1992-W44,1992-10-26,Non-Holiday,Weekday,1992-Q4,48
4322,1992-10-31,4322,142,Saturday,October,1992,1992-Oct,31,305,43,1992-W43,1992-10-25,44,1992-W44,1992-10-26,Non-Holiday,Weekend,1992-Q4,48
4323,1992-11-01,4323,143,Sunday,November,1992,1992-Nov,1,306,44,1992-W44,1992-11-01,44,1992-W44,1992-10-26,Non-Holiday,Weekend,1992-Q4,48
4324,1992-11-02,4324,143,Monday,November,1992,1992-Nov,2,307,44,1992-W44,1992-11-01,45,1992-W45,1992-11-02,Non-Holiday,Weekday,1992-Q4,48
4325,1992-11-03,4325,143,Tuesday,November,1992,1992-Nov,3,308,44,1992-W44,1992-11-01,45,1992-W45,1992-11-02,Non-Holiday,Weekday,1992-Q4,48
4326,1992-11-04,4326,143,Wednesday,November,1992,1992-Nov,4,309,44,1992-W44,1992-11-01,45,1992-W45,1992-11-02,Non-Holiday,Weekday,1992-Q4,48
4327,1992-11-05,4327,143,Thursday,November,1992,1992-Nov,5,310,44,1992-W44,1992-11-01,45,1992-W45,1992-11-02,Non-Holiday,Weekday,1992-Q4,48
4328,1992-11-06,4328,143,Friday,November,1992,1992-Nov,6,311,44,1992-W44,1992-11-01,45,1992-W45,1992-11-02,Non-Holiday,Weekday,1992-Q4,48
4329,1992-11-07,4329,143,Saturday,November,1992,1992-Nov,7,312,44,1992-W44,1992-11-01,45,1992-W45,1992-11-02,Non-Holiday,Weekend,1992-Q4,48
4330,1992-11-08,4330,143,Sunday,November,1992,1992-Nov,8,313,45,1992-W45,1992-11-08,45,1992-W45,1992-11-02,Non-Holiday,Weekend,1992-Q4,48
4331,1992-11-09,4331,143,Monday,November,1992,1992-Nov,9,314,45,1992-W45,1992-11-08,46,1992-W46,1992-11-09,Non-Holiday,Weekday,1992-Q4,48
4332,1992-11-10,4332,143,Tuesday,November,1992,1992-Nov,10,315,45,1992-W45,1992-11-08,46,1992-W46,1992-11-09,Non-Holiday,Weekday,1992-Q4,48
4333,1992-11-11,4333,143,Wednesday,November,1992,1992-Nov,11,316,45,1992-W45,1992-11-08,46,1992-W46,1992-11-09,Non-Holiday,Weekday,1992-Q4,48
4334,1992-11-12,4334,143,Thursday,November,1992,1992-Nov,12,317,45,1992-W45,1992-11-08,46,1992-W46,1992-11-09,Non-Holiday,Weekday,1992-Q4,48
4335,1992-11-13,4335,143,Friday,November,1992,1992-Nov,13,318,45,1992-W45,1992-11-08,46,1992-W46,1992-11-09,Non-Holiday,Weekday,1992-Q4,48
4336,1992-11-14,4336,143,Saturday,November,1992,1992-Nov,14,319,45,1992-W45,1992-11-08,46,1992-W46,1992-11-09,Non-Holiday,Weekend,1992-Q4,48
4337,1992-11-15,4337,143,Sunday,November,1992,1992-Nov,15,320,46,1992-W46,1992-11-15,46,1992-W46,1992-11-09,Non-Holiday,Weekend,1992-Q4,48
4338,1992-11-16,4338,143,Monday,November,1992,1992-Nov,16,321,46,1992-W46,1992-11-15,47,1992-W47,1992-11-16,Non-Holiday,Weekday,1992-Q4,48
4339,1992-11-17,4339,143,Tuesday,November,1992,1992-Nov,17,322,46,1992-W46,1992-11-15,47,1992-W47,1992-11-16,Non-Holiday,Weekday,1992-Q4,48
4340,1992-11-18,4340,143,Wednesday,November,1992,1992-Nov,18,323,46,1992-W46,1992-11-15,47,1992-W47,1992-11-16,Non-Holiday,Weekday,1992-Q4,48
4341,1992-11-19,4341,143,Thursday,November,1992,1992-Nov,19,324,46,1992-W46,1992-11-15,47,1992-W47,1992-11-16,Non-Holiday,Weekday,1992-Q4,48
4342,1992-11-20,4342,143,Friday,November,1992,1992-Nov,20,325,46,1992-W46,1992-11-15,47,1992-W47,1992-11-16,Non-Holiday,Weekday,1992-Q4,48
4343,1992-11-21,4343,143,Saturday,November,1992,1992-Nov,21,326,46,1992-W46,1992-11-15,47,1992-W47,1992-11-16,Non-Holiday,Weekend,1992-Q4,48
4344,1992-11-22,4344,143,Sunday,November,1992,1992-Nov,22,327,47,1992-W47,1992-11-22,47,1992-W47,1992-11-16,Non-Holiday,Weekend,1992-Q4,48
4345,1992-11-23,4345,143,Monday,November,1992,1992-Nov,23,328,47,1992-W47,1992-11-22,48,1992-W48,1992-11-23,Non-Holiday,Weekday,1992-Q4,48
4346,1992-11-24,4346,143,Tuesday,November,1992,1992-Nov,24,329,47,1992-W47,1992-11-22,48,1992-W48,1992-11-23,Non-Holiday,Weekday,1992-Q4,48
4347,1992-11-25,4347,143,Wednesday,November,1992,1992-Nov,25,330,47,1992-W47,1992-11-22,48,1992-W48,1992-11-23,Non-Holiday,Weekday,1992-Q4,48
4348,1992-11-26,4348,143,Thursday,November,1992,1992-Nov,26,331,47,1992-W47,1992-11-22,48,1992-W48,1992-11-23,Non-Holiday,Weekday,1992-Q4,48
4349,1992-11-27,4349,143,Friday,November,1992,1992-Nov,27,332,47,1992-W47,1992-11-22,48,1992-W48,1992-11-23,Non-Holiday,Weekday,1992-Q4,48
4350,1992-11-28,4350,143,Saturday,November,1992,1992-Nov,28,333,47,1992-W47,1992-11-22,48,1992-W48,1992-11-23,Non-Holiday,Weekend,1992-Q4,48
4351,1992-11-29,4351,143,Sunday,November,1992,1992-Nov,29,334,48,1992-W48,1992-11-29,48,1992-W48,1992-11-23,Non-Holiday,Weekend,1992-Q4,48
4352,1992-11-30,4352,143,Monday,November,1992,1992-Nov,30,335,48,1992-W48,1992-11-29,49,1992-W49,1992-11-30,Non-Holiday,Weekday,1992-Q4,48
4353,1992-12-01,4353,144,Tuesday,December,1992,1992-Dec,1,336,48,1992-W48,1992-11-29,49,1992-W49,1992-11-30,Non-Holiday,Weekday,1992-Q4,48
4354,1992-12-02,4354,144,Wednesday,December,1992,1992-Dec,2,337,48,1992-W48,1992-11-29,49,1992-W49,1992-11-30,Non-Holiday,Weekday,1992-Q4,48
4355,1992-12-03,4355,144,Thursday,December,1992,1992-Dec,3,338,48,1992-W48,1992-11-29,49,1992-W49,1992-11-30,Non-Holiday,Weekday,1992-Q4,48
4356,1992-12-04,4356,144,Friday,December,1992,1992-Dec,4,339,48,1992-W48,1992-11-29,49,1992-W49,1992-11-30,Non-Holiday,Weekday,1992-Q4,48
4357,1992-12-05,4357,144,Saturday,December,1992,1992-Dec,5,340,48,1992-W48,1992-11-29,49,1992-W49,1992-11-30,Non-Holiday,Weekend,1992-Q4,48
4358,1992-12-06,4358,144,Sunday,December,1992,1992-Dec,6,341,49,1992-W49,1992-12-06,49,1992-W49,1992-11-30,Non-Holiday,Weekend,1992-Q4,48
4359,1992-12-07,4359,144,Monday,December,1992,1992-Dec,7,342,49,1992-W49,1992-12-06,50,1992-W50,1992-12-07,Non-Holiday,Weekday,1992-Q4,48
4360,1992-12-08,4360,144,Tuesday,December,1992,1992-Dec,8,343,49,1992-W49,1992-12-06,50,1992-W50,1992-12-07,Non-Holiday,Weekday,1992-Q4,48
4361,1992-12-09,4361,144,Wednesday,December,1992,1992-Dec,9,344,49,1992-W49,1992-12-06,50,1992-W50,1992-12-07,Non-Holiday,Weekday,1992-Q4,48
4362,1992-12-10,4362,144,Thursday,December,1992,1992-Dec,10,345,49,1992-W49,1992-12-06,50,1992-W50,1992-12-07,Non-Holiday,Weekday,1992-Q4,48
4363,1992-12-11,4363,144,Friday,December,1992,1992-Dec,11,346,49,1992-W49,1992-12-06,50,1992-W50,1992-12-07,Non-Holiday,Weekday,1992-Q4,48
4364,1992-12-12,4364,144,Saturday,December,1992,1992-Dec,12,347,49,1992-W49,1992-12-06,50,1992-W50,1992-12-07,Non-Holiday,Weekend,1992-Q4,48
4365,1992-12-13,4365,144,Sunday,December,1992,1992-Dec,13,348,50,1992-W50,1992-12-13,50,1992-W50,1992-12-07,Non-Holiday,Weekend,1992-Q4,48
4366,1992-12-14,4366,144,Monday,December,1992,1992-Dec,14,349,50,1992-W50,1992-12-13,51,1992-W51,1992-12-14,Non-Holiday,Weekday,1992-Q4,48
4367,1992-12-15,4367,144,Tuesday,December,1992,1992-Dec,15,350,50,1992-W50,1992-12-13,51,1992-W51,1992-12-14,Non-Holiday,Weekday,1992-Q4,48
4368,1992-12-16,4368,144,Wednesday,December,1992,1992-Dec,16,351,50,1992-W50,1992-12-13,51,1992-W51,1992-12-14,Non-Holiday,Weekday,1992-Q4,48
4369,1992-12-17,4369,144,Thursday,December,1992,1992-Dec,17,352,50,1992-W50,1992-12-13,51,1992-W51,1992-12-14,Non-Holiday,Weekday,1992-Q4,48
4370,1992-12-18,4370,144,Friday,December,1992,1992-Dec,18,353,50,1992-W50,1992-12-13,51,1992-W51,1992-12-14,Non-Holiday,Weekday,1992-Q4,48
4371,1992-12-19,4371,144,Saturday,December,1992,1992-Dec,19,354,50,1992-W50,1992-12-13,51,1992-W51,1992-12-14,Non-Holiday,Weekend,1992-Q4,48
4372,1992-12-20,4372,144,Sunday,December,1992,1992-Dec,20,355,51,1992-W51,1992-12-20,51,1992-W51,1992-12-14,Non-Holiday,Weekend,1992-Q4,48
4373,1992-12-21,4373,144,Monday,December,1992,1992-Dec,21,356,51,1992-W51,1992-12-20,52,1992-W52,1992-12-21,Non-Holiday,Weekday,1992-Q4,48
4374,1992-12-22,4374,144,Tuesday,December,1992,1992-Dec,22,357,51,1992-W51,1992-12-20,52,1992-W52,1992-12-21,Non-Holiday,Weekday,1992-Q4,48
4375,1992-12-23,4375,144,Wednesday,December,1992,1992-Dec,23,358,51,1992-W51,1992-12-20,52,1992-W52,1992-12-21,Non-Holiday,Weekday,1992-Q4,48
4376,1992-12-24,4376,144,Thursday,December,1992,1992-Dec,24,359,51,1992-W51,1992-12-20,52,1992-W52,1992-12-21,Non-Holiday,Weekday,1992-Q4,48
4377,1992-12-25,4377,144,Friday,December,1992,1992-Dec,25,360,51,1992-W51,1992-12-20,52,1992-W52,1992-12-21,Non-Holiday,Weekday,1992-Q4,48
4378,1992-12-26,4378,144,Saturday,December,1992,1992-Dec,26,361,51,1992-W51,1992-12-20,52,1992-W52,1992-12-21,Non-Holiday,Weekend,1992-Q4,48
4379,1992-12-27,4379,144,Sunday,December,1992,1992-Dec,27,362,52,1992-W52,1992-12-27,52,1992-W52,1992-12-21,Non-Holiday,Weekend,1992-Q4,48
4380,1992-12-28,4380,144,Monday,December,1992,1992-Dec,28,363,52,1992-W52,1992-12-27,53,1992-W53,1992-12-28,Non-Holiday,Weekday,1992-Q4,48
4381,1992-12-29,4381,144,Tuesday,December,1992,1992-Dec,29,364,52,1992-W52,1992-12-27,53,1992-W53,1992-12-28,Non-Holiday,Weekday,1992-Q4,48
4382,1992-12-30,4382,144,Wednesday,December,1992,1992-Dec,30,365,52,1992-W52,1992-12-27,53,1992-W53,1992-12-28,Non-Holiday,Weekday,1992-Q4,48
4383,1992-12-31,4383,144,Thursday,December,1992,1992-Dec,31,366,52,1992-W52,1992-12-27,53,1992-W53,1992-12-28,Non-Holiday,Weekday,1992-Q4,48
4384,1993-01-01,4384,145,Friday,January,1993,1993-Jan,1,1,52,1992-W52,1992-12-27,53,1992-W53,1992-12-28,Non-Holiday,Weekday,1993-Q1,49
4385,1993-01-02,4385,145,Saturday,January,1993,1993-Jan,2,2,52,1992-W52,1992-12-27,53,1992-W53,1992-12-28,Non-Holiday,Weekend,1993-Q1,49
4386,1993-01-03,4386,145,Sunday,January,1993,1993-Jan,3,3,1,1993-W01,1993-01-03,53,1992-W53,1992-12-28,Non-Holiday,Weekend,1993-Q1,49
4387,1993-01-04,4387,145,Monday,January,1993,1993-Jan,4,4,1,1993-W01,1993-01-03,1,1993-W01,1993-01-04,Non-Holiday,Weekday,1993-Q1,49
4388,1993-01-05,4388,145,Tuesday,January,1993,1993-Jan,5,5,1,1993-W01,1993-01-03,1,1993-W01,1993-01-04,Non-Holiday,Weekday,1993-Q1,49
4389,1993-01-06,4389,145,Wednesday,January,1993,1993-Jan,6,6,1,1993-W01,1993-01-03,1,1993-W01,1993-01-04,Non-Holiday,Weekday,1993-Q1,49
4390,1993-01-07,4390,145,Thursday,January,1993,1993-Jan,7,7,1,1993-W01,1993-01-03,1,1993-W01,1993-01-04,Non-Holiday,Weekday,1993-Q1,49
4391,1993-01-08,4391,145,Friday,January,1993,1993-Jan,8,8,1,1993-W01,1993-01-03,1,1993-W01,1993-01-04,Non-Holiday,Weekday,1993-Q1,49
4392,1993-01-09,4392,145,Saturday,January,1993,1993-Jan,9,9,1,1993-W01,1993-01-03,1,1993-W01,1993-01-04,Non-Holiday,Weekend,1993-Q1,49
4393,1993-01-10,4393,145,Sunday,January,1993,1993-Jan,10,10,2,1993-W02,1993-01-10,1,1993-W01,1993-01-04,Non-Holiday,Weekend,1993-Q1,49
4394,1993-01-11,4394,145,Monday,January,1993,1993-Jan,11,11,2,1993-W02,1993-01-10,2,1993-W02,1993-01-11,Non-Holiday,Weekday,1993-Q1,49
4395,1993-01-12,4395,145,Tuesday,January,1993,1993-Jan,12,12,2,1993-W02,1993-01-10,2,1993-W02,1993-01-11,Non-Holiday,Weekday,1993-Q1,49
4396,1993-01-13,4396,145,Wednesday,January,1993,1993-Jan,13,13,2,1993-W02,1993-01-10,2,1993-W02,1993-01-11,Non-Holiday,Weekday,1993-Q1,49
4397,1993-01-14,4397,145,Thursday,January,1993,1993-Jan,14,14,2,1993-W02,1993-01-10,2,1993-W02,1993-01-11,Non-Holiday,Weekday,1993-Q1,49
4398,1993-01-15,4398,145,Friday,January,1993,1993-Jan,15,15,2,1993-W02,1993-01-10,2,1993-W02,1993-01-11,Non-Holiday,Weekday,1993-Q1,49
4399,1993-01-16,4399,145,Saturday,January,1993,1993-Jan,16,16,2,1993-W02,1993-01-10,2,1993-W02,1993-01-11,Non-Holiday,Weekend,1993-Q1,49
4400,1993-01-17,4400,145,Sunday,January,1993,1993-Jan,17,17,3,1993-W03,1993-01-17,2,1993-W02,1993-01-11,Non-Holiday,Weekend,1993-Q1,49
4401,1993-01-18,4401,145,Monday,January,1993,1993-Jan,18,18,3,1993-W03,1993-01-17,3,1993-W03,1993-01-18,Non-Holiday,Weekday,1993-Q1,49
4402,1993-01-19,4402,145,Tuesday,January,1993,1993-Jan,19,19,3,1993-W03,1993-01-17,3,1993-W03,1993-01-18,Non-Holiday,Weekday,1993-Q1,49
4403,1993-01-20,4403,145,Wednesday,January,1993,1993-Jan,20,20,3,1993-W03,1993-01-17,3,1993-W03,1993-01-18,Non-Holiday,Weekday,1993-Q1,49
4404,1993-01-21,4404,145,Thursday,January,1993,1993-Jan,21,21,3,1993-W03,1993-01-17,3,1993-W03,1993-01-18,Non-Holiday,Weekday,1993-Q1,49
4405,1993-01-22,4405,145,Friday,January,1993,1993-Jan,22,22,3,1993-W03,1993-01-17,3,1993-W03,1993-01-18,Non-Holiday,Weekday,1993-Q1,49
4406,1993-01-23,4406,145,Saturday,January,1993,1993-Jan,23,23,3,1993-W03,1993-01-17,3,1993-W03,1993-01-18,Non-Holiday,Weekend,1993-Q1,49
4407,1993-01-24,4407,145,Sunday,January,1993,1993-Jan,24,24,4,1993-W04,1993-01-24,3,1993-W03,1993-01-18,Non-Holiday,Weekend,1993-Q1,49
4408,1993-01-25,4408,145,Monday,January,1993,1993-Jan,25,25,4,1993-W04,1993-01-24,4,1993-W04,1993-01-25,Non-Holiday,Weekday,1993-Q1,49
4409,1993-01-26,4409,145,Tuesday,January,1993,1993-Jan,26,26,4,1993-W04,1993-01-24,4,1993-W04,1993-01-25,Non-Holiday,Weekday,1993-Q1,49
4410,1993-01-27,4410,145,Wednesday,January,1993,1993-Jan,27,27,4,1993-W04,1993-01-24,4,1993-W04,1993-01-25,Non-Holiday,Weekday,1993-Q1,49
4411,1993-01-28,4411,145,Thursday,January,1993,1993-Jan,28,28,4,1993-W04,1993-01-24,4,1993-W04,1993-01-25,Non-Holiday,Weekday,1993-Q1,49
4412,1993-01-29,4412,145,Friday,January,1993,1993-Jan,29,29,4,1993-W04,1993-01-24,4,1993-W04,1993-01-25,Non-Holiday,Weekday,1993-Q1,49
4413,1993-01-30,4413,145,Saturday,January,1993,1993-Jan,30,30,4,1993-W04,1993-01-24,4,1993-W04,1993-01-25,Non-Holiday,Weekend,1993-Q1,49
4414,1993-01-31,4414,145,Sunday,January,1993,1993-Jan,31,31,5,1993-W05,1993-01-31,4,1993-W04,1993-01-25,Non-Holiday,Weekend,1993-Q1,49
4415,1993-02-01,4415,146,Monday,February,1993,1993-Feb,1,32,5,1993-W05,1993-01-31,5,1993-W05,1993-02-01,Non-Holiday,Weekday,1993-Q1,49
4416,1993-02-02,4416,146,Tuesday,February,1993,1993-Feb,2,33,5,1993-W05,1993-01-31,5,1993-W05,1993-02-01,Non-Holiday,Weekday,1993-Q1,49
4417,1993-02-03,4417,146,Wednesday,February,1993,1993-Feb,3,34,5,1993-W05,1993-01-31,5,1993-W05,1993-02-01,Non-Holiday,Weekday,1993-Q1,49
4418,1993-02-04,4418,146,Thursday,February,1993,1993-Feb,4,35,5,1993-W05,1993-01-31,5,1993-W05,1993-02-01,Non-Holiday,Weekday,1993-Q1,49
4419,1993-02-05,4419,146,Friday,February,1993,1993-Feb,5,36,5,1993-W05,1993-01-31,5,1993-W05,1993-02-01,Non-Holiday,Weekday,1993-Q1,49
4420,1993-02-06,4420,146,Saturday,February,1993,1993-Feb,6,37,5,1993-W05,1993-01-31,5,1993-W05,1993-02-01,Non-Holiday,Weekend,1993-Q1,49
4421,1993-02-07,4421,146,Sunday,February,1993,1993-Feb,7,38,6,1993-W06,1993-02-07,5,1993-W05,1993-02-01,Non-Holiday,Weekend,1993-Q1,49
4422,1993-02-08,4422,146,Monday,February,1993,1993-Feb,8,39,6,1993-W06,1993-02-07,6,1993-W06,1993-02-08,Non-Holiday,Weekday,1993-Q1,49
4423,1993-02-09,4423,146,Tuesday,February,1993,1993-Feb,9,40,6,1993-W06,1993-02-07,6,1993-W06,1993-02-08,Non-Holiday,Weekday,1993-Q1,49
4424,1993-02-10,4424,146,Wednesday,February,1993,1993-Feb,10,41,6,1993-W06,1993-02-07,6,1993-W06,1993-02-08,Non-Holiday,Weekday,1993-Q1,49
4425,1993-02-11,4425,146,Thursday,February,1993,1993-Feb,11,42,6,1993-W06,1993-02-07,6,1993-W06,1993-02-08,Non-Holiday,Weekday,1993-Q1,49
4426,1993-02-12,4426,146,Friday,February,1993,1993-Feb,12,43,6,1993-W06,1993-02-07,6,1993-W06,1993-02-08,Non-Holiday,Weekday,1993-Q1,49
4427,1993-02-13,4427,146,Saturday,February,1993,1993-Feb,13,44,6,1993-W06,1993-02-07,6,1993-W06,1993-02-08,Non-Holiday,Weekend,1993-Q1,49
4428,1993-02-14,4428,146,Sunday,February,1993,1993-Feb,14,45,7,1993-W07,1993-02-14,6,1993-W06,1993-02-08,Non-Holiday,Weekend,1993-Q1,49
4429,1993-02-15,4429,146,Monday,February,1993,1993-Feb,15,46,7,1993-W07,1993-02-14,7,1993-W07,1993-02-15,Non-Holiday,Weekday,1993-Q1,49
4430,1993-02-16,4430,146,Tuesday,February,1993,1993-Feb,16,47,7,1993-W07,1993-02-14,7,1993-W07,1993-02-15,Non-Holiday,Weekday,1993-Q1,49
4431,1993-02-17,4431,146,Wednesday,February,1993,1993-Feb,17,48,7,1993-W07,1993-02-14,7,1993-W07,1993-02-15,Non-Holiday,Weekday,1993-Q1,49
4432,1993-02-18,4432,146,Thursday,February,1993,1993-Feb,18,49,7,1993-W07,1993-02-14,7,1993-W07,1993-02-15,Non-Holiday,Weekday,1993-Q1,49
4433,1993-02-19,4433,146,Friday,February,1993,1993-Feb,19,50,7,1993-W07,1993-02-14,7,1993-W07,1993-02-15,Non-Holiday,Weekday,1993-Q1,49
4434,1993-02-20,4434,146,Saturday,February,1993,1993-Feb,20,51,7,1993-W07,1993-02-14,7,1993-W07,1993-02-15,Non-Holiday,Weekend,1993-Q1,49
4435,1993-02-21,4435,146,Sunday,February,1993,1993-Feb,21,52,8,1993-W08,1993-02-21,7,1993-W07,1993-02-15,Non-Holiday,Weekend,1993-Q1,49
4436,1993-02-22,4436,146,Monday,February,1993,1993-Feb,22,53,8,1993-W08,1993-02-21,8,1993-W08,1993-02-22,Non-Holiday,Weekday,1993-Q1,49
4437,1993-02-23,4437,146,Tuesday,February,1993,1993-Feb,23,54,8,1993-W08,1993-02-21,8,1993-W08,1993-02-22,Non-Holiday,Weekday,1993-Q1,49
4438,1993-02-24,4438,146,Wednesday,February,1993,1993-Feb,24,55,8,1993-W08,1993-02-21,8,1993-W08,1993-02-22,Non-Holiday,Weekday,1993-Q1,49
4439,1993-02-25,4439,146,Thursday,February,1993,1993-Feb,25,56,8,1993-W08,1993-02-21,8,1993-W08,1993-02-22,Non-Holiday,Weekday,1993-Q1,49
4440,1993-02-26,4440,146,Friday,February,1993,1993-Feb,26,57,8,1993-W08,1993-02-21,8,1993-W08,1993-02-22,Non-Holiday,Weekday,1993-Q1,49
4441,1993-02-27,4441,146,Saturday,February,1993,1993-Feb,27,58,8,1993-W08,1993-02-21,8,1993-W08,1993-02-22,Non-Holiday,Weekend,1993-Q1,49
4442,1993-02-28,4442,146,Sunday,February,1993,1993-Feb,28,59,9,1993-W09,1993-02-28,8,1993-W08,1993-02-22,Non-Holiday,Weekend,1993-Q1,49
4443,1993-03-01,4443,147,Monday,March,1993,1993-Mar,1,60,9,1993-W09,1993-02-28,9,1993-W09,1993-03-01,Non-Holiday,Weekday,1993-Q1,49
4444,1993-03-02,4444,147,Tuesday,March,1993,1993-Mar,2,61,9,1993-W09,1993-02-28,9,1993-W09,1993-03-01,Non-Holiday,Weekday,1993-Q1,49
4445,1993-03-03,4445,147,Wednesday,March,1993,1993-Mar,3,62,9,1993-W09,1993-02-28,9,1993-W09,1993-03-01,Non-Holiday,Weekday,1993-Q1,49
4446,1993-03-04,4446,147,Thursday,March,1993,1993-Mar,4,63,9,1993-W09,1993-02-28,9,1993-W09,1993-03-01,Non-Holiday,Weekday,1993-Q1,49
4447,1993-03-05,4447,147,Friday,March,1993,1993-Mar,5,64,9,1993-W09,1993-02-28,9,1993-W09,1993-03-01,Non-Holiday,Weekday,1993-Q1,49
4448,1993-03-06,4448,147,Saturday,March,1993,1993-Mar,6,65,9,1993-W09,1993-02-28,9,1993-W09,1993-03-01,Non-Holiday,Weekend,1993-Q1,49
4449,1993-03-07,4449,147,Sunday,March,1993,1993-Mar,7,66,10,1993-W10,1993-03-07,9,1993-W09,1993-03-01,Non-Holiday,Weekend,1993-Q1,49
4450,1993-03-08,4450,147,Monday,March,1993,1993-Mar,8,67,10,1993-W10,1993-03-07,10,1993-W10,1993-03-08,Non-Holiday,Weekday,1993-Q1,49
4451,1993-03-09,4451,147,Tuesday,March,1993,1993-Mar,9,68,10,1993-W10,1993-03-07,10,1993-W10,1993-03-08,Non-Holiday,Weekday,1993-Q1,49
4452,1993-03-10,4452,147,Wednesday,March,1993,1993-Mar,10,69,10,1993-W10,1993-03-07,10,1993-W10,1993-03-08,Non-Holiday,Weekday,1993-Q1,49
4453,1993-03-11,4453,147,Thursday,March,1993,1993-Mar,11,70,10,1993-W10,1993-03-07,10,1993-W10,1993-03-08,Non-Holiday,Weekday,1993-Q1,49
4454,1993-03-12,4454,147,Friday,March,1993,1993-Mar,12,71,10,1993-W10,1993-03-07,10,1993-W10,1993-03-08,Non-Holiday,Weekday,1993-Q1,49
4455,1993-03-13,4455,147,Saturday,March,1993,1993-Mar,13,72,10,1993-W10,1993-03-07,10,1993-W10,1993-03-08,Non-Holiday,Weekend,1993-Q1,49
4456,1993-03-14,4456,147,Sunday,March,1993,1993-Mar,14,73,11,1993-W11,1993-03-14,10,1993-W10,1993-03-08,Non-Holiday,Weekend,1993-Q1,49
4457,1993-03-15,4457,147,Monday,March,1993,1993-Mar,15,74,11,1993-W11,1993-03-14,11,1993-W11,1993-03-15,Non-Holiday,Weekday,1993-Q1,49
4458,1993-03-16,4458,147,Tuesday,March,1993,1993-Mar,16,75,11,1993-W11,1993-03-14,11,1993-W11,1993-03-15,Non-Holiday,Weekday,1993-Q1,49
4459,1993-03-17,4459,147,Wednesday,March,1993,1993-Mar,17,76,11,1993-W11,1993-03-14,11,1993-W11,1993-03-15,Non-Holiday,Weekday,1993-Q1,49
4460,1993-03-18,4460,147,Thursday,March,1993,1993-Mar,18,77,11,1993-W11,1993-03-14,11,1993-W11,1993-03-15,Non-Holiday,Weekday,1993-Q1,49
4461,1993-03-19,4461,147,Friday,March,1993,1993-Mar,19,78,11,1993-W11,1993-03-14,11,1993-W11,1993-03-15,Non-Holiday,Weekday,1993-Q1,49
4462,1993-03-20,4462,147,Saturday,March,1993,1993-Mar,20,79,11,1993-W11,1993-03-14,11,1993-W11,1993-03-15,Non-Holiday,Weekend,1993-Q1,49
4463,1993-03-21,4463,147,Sunday,March,1993,1993-Mar,21,80,12,1993-W12,1993-03-21,11,1993-W11,1993-03-15,Non-Holiday,Weekend,1993-Q1,49
4464,1993-03-22,4464,147,Monday,March,1993,1993-Mar,22,81,12,1993-W12,1993-03-21,12,1993-W12,1993-03-22,Non-Holiday,Weekday,1993-Q1,49
4465,1993-03-23,4465,147,Tuesday,March,1993,1993-Mar,23,82,12,1993-W12,1993-03-21,12,1993-W12,1993-03-22,Non-Holiday,Weekday,1993-Q1,49
4466,1993-03-24,4466,147,Wednesday,March,1993,1993-Mar,24,83,12,1993-W12,1993-03-21,12,1993-W12,1993-03-22,Non-Holiday,Weekday,1993-Q1,49
4467,1993-03-25,4467,147,Thursday,March,1993,1993-Mar,25,84,12,1993-W12,1993-03-21,12,1993-W12,1993-03-22,Non-Holiday,Weekday,1993-Q1,49
4468,1993-03-26,4468,147,Friday,March,1993,1993-Mar,26,85,12,1993-W12,1993-03-21,12,1993-W12,1993-03-22,Non-Holiday,Weekday,1993-Q1,49
